Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13,61,30,4.2,19,Koei,E10+,null
Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13,,,,,,,null
Phantom Brave: We Meet Again,Wii,2009,Role Playing,Nippon Ichi Software,0.12,0,0.01,0.01,0.13,76,12,7.1,15,Nippon Ichi Software,T,null
NHL 2K9,PS3,2008,Sports,Take Two Interactive,0.11,0.01,0,0.01,0.13,70,21,0,,Visual Concepts,E10+,null
Shining Force III,SAT,1997,Strategy,Sega,0,0,0.13,0,0.13,,,,,,,null
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,null
Tales of the Heroes: Twin Brave,PSP,2012,Role Playing,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,null
WWE Survivor Series,GBA,2004,Fighting,THQ,0.09,0.04,0,0,0.13,55,12,8.2,5,Natsume,T,null
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Action,Sega,0,0,0.13,0,0.13,,,,,,,null
Kung Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0.05,0,0.01,0.13,56,18,7.8,20,Virtual Air Guitar Company,T,null
Euro Truck Simulator 2,PC,2012,Action,SCS Software,0,0.12,0,0.02,0.13,79,17,8.7,992,SCS Software,,null
Bakugan: Battle Trainer,DS,2010,Action,Activision,0.12,0,0,0.01,0.13,,,,,,,null
Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,null
Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0.03,0,0,0.13,82,40,7.2,13,Crystal Dynamics,T,null
Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,,,,,,,null
I Spy: Universe,DS,2010,Puzzle,Scholastic Inc.,0.12,0,0,0.01,0.13,,,0,,Big Blue Bubble Inc.  Scholastic  Inc.,E,null
Ninjatown,DS,2008,Strategy,SouthPeak Games,0.12,0,0,0.01,0.13,80,40,8.3,21,Venan Entertainment  Cashmere Prod.,E,null
Warcraft III: Reign of Chaos,PC,2002,Strategy,Vivendi Games,0.03,0.09,0,0.02,0.13,92,40,9.1,1023,Blizzard Entertainment,T,null
Winning Post 5,PS2,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13,,,,,,,null
Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,0.13,60,6,7.2,5,Konami,E,null
Lord of the Rings: Tactics,PSP,2005,Strategy,Electronic Arts,0.11,0.01,0,0.01,0.13,,,,,,,null
RPG Maker II,PS2,2002,Role Playing,Enterbrain,0.06,0.05,0,0.02,0.13,65,9,8.8,77,Kuusou Kagaku,E,null
The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.12,0,0,0.01,0.13,,,,,,,null
Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0,0.02,0.13,69,25,5.6,50,Eden Studios,M,null
TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.1,0.02,0,0.02,0.13,,,0,,SuperVillain Studios,E10+,null
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80,62,8.2,153,Bluepoint Games,T,null
Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,57,27,7.8,14,Studio 33,T,null
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.04,0,0.08,0.01,0.13,75,7,8.5,28,Sega,T,null
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.11,0,0.01,0.01,0.13,79,16,8.7,21,Konami,E,null
Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,0.12,0,0,0.01,0.13,,,0,,Electronic Arts,E,null
The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,0.13,,,,,,,null
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0,0,0.01,0.13,42,4,0,,FUN Labs,T,null
Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62,54,6.6,28,Konami,M,null
Total War: WARHAMMER,PC,2016,Strategy,Sega,0,0.12,0,0.01,0.13,86,77,7.3,556,Creative Assembly,T,null
Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0,0,0.13,0,0.13,,,,,,,null
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft,0.09,0.03,0,0,0.13,,,,,,,null
Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.13,54,9,8.2,17,WinkySoft,T,null
Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.05,0,0.01,0.13,78,14,7.5,19,Sunflowers Interactive,E,null
Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0,0,0.13,0,0.13,,,,,,,null
The BIGS 2,PS3,2009,Sports,Take Two Interactive,0.12,0,0,0.01,0.13,80,18,7.6,16,Blue Castle Games,E10+,null
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0,0.03,0.13,64,5,6.6,8,TT Games,E10+,null
DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.08,0.03,0,0.01,0.13,,,0,,Activision,E,null
Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,null
The Amazing Race,Wii,2010,Misc,Ubisoft,0.12,0,0,0.01,0.13,,,0,,Ludia Inc.,E,null
Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0,0,0.01,0.13,54,26,7.2,22,Rebellion,M,null
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role Playing,Square Enix,0,0,0.13,0,0.13,,,,,,,null
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13,63,37,6,4,SCEA San Diego Studios,E,null
Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.1,0.02,0,0.01,0.13,,,0,,Ubisoft,E10+,null
Amagami,PS2,2009,Adventure,Enterbrain,0,0,0.13,0,0.13,,,,,,,null
No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,0.07,0.05,0,0.01,0.13,,,,,,,null
NCIS,Wii,2011,Adventure,Ubisoft,0.08,0.04,0,0.01,0.13,,,0,,Ubisoft,T,null
The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,null
Fire ProWrestling,GBA,2001,Fighting,Spike,0.09,0.03,0,0,0.13,,,,,,,null
Eternal Poison (JP sales),PS2,2008,Role Playing,Banpresto,0,0,0.13,0,0.13,,,,,,,null
Mission: Impossible   Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0,0,0.13,67,27,6.8,4,Paradigm Entertainment,T,null
Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13,50,31,7.1,31,Spark Unlimited,M,null
Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,0.12,0,0,0.01,0.13,,,0,,UFO Interactive,E,null
MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0,0,0.13,74,15,0,,Pacific Coast Power & Light,E,null
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13,,,,,,,null
Illusion of Gaia,SNES,1993,Role Playing,Nintendo,0,0,0.13,0,0.13,,,,,,,null
Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,70,14,2.5,1967,Rocksteady Studios  Iron Galaxy Studios,M,null
Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0,0.01,0.13,61,14,7.5,4,Artificial Mind and Movement,E,null
Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.1,0.03,0,0,0.13,80,12,9.2,5,Atomic Planet Entertainment,E,null
Sally's Salon,DS,2008,Simulation,Capcom,0.12,0,0,0.01,0.13,,,0,,Capcom,E,null
Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0,0.01,0.13,,,,,,,null
Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.01,0.05,0.06,0.01,0.13,,,7.2,19,Konami,E,null
Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.1,0.02,0,0.01,0.13,,,,,,,null
Diablo II,PC,2000,Role Playing,Havas Interactive,0.01,0.1,0,0.02,0.13,88,34,8.8,1056,Blizzard North,M,null
Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,0.1,0.03,0,0,0.13,,,3.1,7,Activision,E,null
F1 2011,PSV,2011,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66,27,6.2,25,Codemasters,E,null
Drakengard 2,PS2,2005,Role Playing,Ubisoft,0.06,0.05,0,0.02,0.13,58,34,5.5,49,Cavia Inc.,M,null
Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.09,0.03,0,0.01,0.13,,,0,,Tantatus,E,null
Grand Knights History,PSP,2011,Role Playing,Marvelous Interactive,0,0,0.13,0,0.13,,,,,Vanillaware,,null
Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,0.13,,,,,,,null
Harvest Moon DS (jp sales),DS,2005,Simulation,Rising Star Games,0,0,0.13,0,0.13,,,,,,,null
Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0,0.13,,,,,,,null
Sin and Punishment,N64,2000,Shooter,Nintendo,0,0,0.13,0,0.13,,,,,,,null
NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0,0.13,,,,,,,null
Sonic Riders,XB,2006,Racing,Sega,0.1,0.03,0,0,0.13,56,33,8.1,7,Sonic Team,E,null
Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0,0,0.13,33,9,8,11,Mass Media,E,null
Venetica,X360,2010,Role Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13,42,14,7.3,18,Deck 13,T,null
Rally Fusion: Race of Champions,PS2,2002,Racing,Activision,0.06,0.05,0,0.02,0.13,73,19,0,,Climax Group,E,null
The House of the Dead,SAT,1997,Shooter,Sega,0,0,0.13,0,0.13,,,,,,,null
Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0,0.01,0.13,,,,,,,null
Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,83,21,7.3,60,Arc System Works,T,null
Street Fighter IV,PC,1990,Fighting,Capcom,0.07,0.05,0,0.02,0.13,91,23,8,352,Capcom,T,null
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13,48,11,5.6,17,FUN Labs,T,null
RealSports Volleyball,2600,1981,Sports,Atari,0.12,0.01,0,0,0.13,,,,,,,null
Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0,0,0.13,76,33,8.2,5,IR Gurus Interactive Ltd.,T,null
RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.1,0.03,0,0,0.13,62,8,8.3,12,Atari,E,null
NightCaster,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13,61,27,5.7,7,Jaleco Entertainment,T,null
FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13,76,17,6.2,5,EA Canada,E,null
Space Camp,Wii,2009,Action,Activision,0.12,0,0,0.01,0.13,,,6.2,5,7 Studios,E,null
Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.1,0.03,0,0,0.13,83,17,5.5,8,Io Interactive,M,null
Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,0.12,0,0,0.01,0.13,,,0,,,,null
Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0,0,0.13,62,10,0,,Griptonite Games,E,null
All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.12,0,0,0.01,0.13,,,0,,Gorilla Games,E,null
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,77,51,8.5,22,SCE Japan Studio,E10+,null
Crouching Tiger  Hidden Dragon,PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13,48,26,3.7,6,Light Weight,T,null
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0,0.06,0.06,0.01,0.13,86,20,7.6,225,Square Enix,T,null
Last Bronx,SAT,1996,Fighting,Sega,0,0,0.13,0,0.13,,,,,,,null
Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,72,56,7.8,35,High Impact Games,E10+,null
Barbie and the Three Musketeers,DS,2009,Adventure,Activision,0.12,0,0,0.01,0.13,,,0,,WayForward,E,null
Science Papa,Wii,2009,Misc,Activision,0.11,0.01,0,0.01,0.13,,,0,,Activision,E,null
Momotaro Douchuuki,SAT,1997,Misc,Hudson Soft,0,0,0.13,0,0.13,,,,,,,null
Iridion II,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0,0,0.13,78,13,0,,Shin'en,E,null
Whiplash,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13,66,32,8.7,15,Crystal Dynamics,T,null
007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0,0.01,0.13,65,10,0,,Vicarious Visions,T,null
Family Fortunes,Wii,2009,Misc,Mindscape,0,0.12,0,0.01,0.13,,,,,,,null
Borderlands: Double Game Add On Pack,X360,2010,Shooter,Take Two Interactive,0.1,0.02,0,0.01,0.13,,,0,,Gearbox Software,M,null
Farming Simulator 2011,PC,2010,Simulation,???,0,0.13,0,0,0.13,,,7,23,Giants Software,E,null
Watch Dogs,WiiU,2014,Action,Ubisoft,0.07,0.05,0,0.01,0.13,62,15,6.4,162,Ubisoft Romania,M,null
BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77,8,6.8,10,Arc System Works,T,null
Summon Night: Twin Age,DS,2007,Role Playing,Banpresto,0.07,0,0.05,0.01,0.13,73,21,7.2,11,Flight Plan,E10+,null
Spider Man: Battle for New York,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13,68,13,6.9,8,Torus Games,E10+,null
Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,null
Nintendo Puzzle Collection,GC,1990,Puzzle,Unknown,0,0,0.13,0,0.13,,,,,,,null
Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0,0.01,0.13,,,,,,,null
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.12,0,0,0.01,0.13,,,2.5,6,Big Blue Bubble Inc.,E,null
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,24,8,3.5,21,Phosphor Games Studio  LLC,E,null
Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0,0.13,80,40,8.5,28,From Software,T,null
Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,,,0,,Slam Games,E10+,null
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0,0.11,0,0.02,0.13,,,,,,,null
Dreamworks 2 in 1 Party Pack,DS,2010,Misc,Activision,0.12,0,0,0.01,0.13,,,0,,Activision,E,null
Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13,62,26,7,9,Outrage Games,T,null
Walt Disney Pictures Presents: The Wild,GBA,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13,,,,,,,null
Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,42,6,3.9,7,Griptonite Games,E10+,null
Puzzle de Harvest Moon,DS,2007,Puzzle,Natsume,0.12,0,0,0.01,0.13,41,5,6.3,4,Platinum Egg,E,null
Metal Max 3,DS,2010,Role Playing,Enterbrain,0,0,0.13,0,0.13,,,,,,,null
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13,,,0,,Harmonix Music Systems,T,null
Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,Sega,0,0,0.13,0,0.13,,,,,,,null
My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13,,,0,,Dancing Dots,E,null
Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13,,,,,,,null
NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,59,16,0,,SCEA San Diego Studios,E,null
Monster Hunter Frontier Online,X360,2010,Role Playing,Capcom,0,0,0.13,0,0.13,,,,,,,null
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role Playing,Ghostlight,0.06,0.05,0,0.02,0.13,78,42,8.2,48,Atlus Co.,M,null
Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67,19,7.5,61,Koei Tecmo Games,M,null
Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13,68,25,8,9,Behaviour Interactive,E10+,null
Assassination Classroom: Grand Siege on Kuro sensei,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,null
Megamind: The Blue Defender,PSP,2010,Adventure,THQ,0.08,0.03,0,0.02,0.13,,,0,,THQ,E10+,null
Puppies 3D,3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13,,,0,,MTO,E,null
Cars 2,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0,0.02,0.13,,,,,,,null
The Stronghold Collection,PC,2009,Strategy,Take Two Interactive,0.03,0.08,0,0.02,0.13,,,0,,Take Two Interactive,T,null
Jissen Pachi Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0,0,0.13,0,0.13,,,,,,,null
Mystic Ark,SNES,1995,Role Playing,Enix Corporation,0,0,0.13,0,0.13,,,,,,,null
One Piece: Unlimited World Red,PSV,2014,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67,4,7.8,25,Ganbarion,T,null
The Price is Right 2010 Edition,DS,2009,Misc,Ubisoft,0.12,0,0,0.01,0.13,,,0,,Ludia Inc.,E,null
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13,39,6,1.8,10,FUN Labs,T,null
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,0.09,0.03,0,0,0.13,63,7,0,,Krome Studios,E,null
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13,48,20,5.6,8,Konami,T,null
Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13,61,12,7.4,16,Ubisoft Shanghai,M,null
LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,58,4,0,,Attention Software,E,null
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13,51,38,6.5,21,Vicious Cycle,T,null
Yu Gi Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0,0.03,0.1,0,0.13,,,,,,,null
Backyard Baseball,GC,2003,Sports,Infogrames,0.1,0.03,0,0,0.13,70,4,9.4,5,Humongous Entertainment,E,null
Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13,61,31,7,7,Ubisoft Montreal,T,null
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57,22,5,6,Premium Agency,T,null
Under Night In Birth,PS3,2014,Fighting,Nippon Ichi Software,0.06,0.01,0.04,0.02,0.13,,,,,,,null
Sega GT,DC,2000,Racing,Sega,0,0,0.13,0,0.13,84,25,7.7,11,TOSE,E,null
Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38,58,2.4,92,From Software,M,null
Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0,0.01,0.13,59,17,7.2,23,Double Helix Games,T,null
Legends of Wrestling,GC,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.13,50,18,6.8,4,Acclaim,T,null
Fit in Six,PS3,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13,,,7,10,Blue Byte,E,null
Gunstar Heroes,GEN,1992,Shooter,Sega,0,0,0.13,0,0.13,,,,,,,null
All Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13,74,20,8.4,7,Acclaim,E,null
Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,null
Shining Wind,PS2,2007,Role Playing,Sega,0,0,0.13,0,0.13,,,,,,,null
Rock Band Track Pack Volume 2,PS3,2008,Misc,MTV Games,0.11,0,0,0.01,0.13,,,0,,Harmonix Music Systems,T,null
Dokapon Kingdom,Wii,2008,Role Playing,Sting,0.12,0,0,0.01,0.13,73,11,8.3,17,Sting,E10+,null
Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13,39,39,6.4,55,Tamsoft,M,null
Portal Runner,PS2,2001,Platform,3DO,0.06,0.05,0,0.02,0.13,53,18,6.7,6,3DO,E,null
Pokémon: For Ho Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.09,0.03,0,0,0.13,,,,,,,null
Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13,52,9,8.5,13,Omega Force,T,null
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68,24,7.1,36,Sting,T,null
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02,0.13,,,0,,Phoenix Games Studio,E,null
Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0,0.01,0.13,,,,,,,null
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0,0.13,,,,,,,null
Spartan: Total Warrior,XB,2005,Action,Sega,0.1,0.03,0,0,0.13,73,36,8.8,12,Creative Assembly,M,null
City Crisis,PS2,2001,Simulation,Take Two Interactive,0.06,0.05,0,0.02,0.13,63,20,6.2,5,Syscom,E,null
Zapper: One Wicked Cricket!,GC,2002,Platform,Infogrames,0.1,0.03,0,0,0.13,,,,,,,null
Smart Boy's Gameroom,DS,2007,Misc,505 Games,0.12,0,0,0.01,0.13,,,0,,Starfish SD,E,null
Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.12,0,0,0.01,0.13,,,6.5,4,High Voltage Software,E,null
Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0,0,0.13,,,,,,,null
High Rollers Casino,XB,2004,Misc,Mud Duck Productions,0.1,0.03,0,0,0.13,,,7.8,4,Virtual Toys,E,null
Advent Rising,XB,2005,Action,THQ,0.1,0.03,0,0,0.13,68,50,7.5,68,GlyphX Games,T,null
Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01,0.13,64,6,0,,ACOT,E,null
Torino 2006,PS2,2006,Sports,Take Two Interactive,0.06,0.05,0,0.02,0.13,,,,,,,null
Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,Tecmo Koei,0,0,0.13,0,0.13,,,,,,,null
Derby Stallion Advance,GBA,2002,Sports,Enterbrain,0,0,0.12,0,0.13,,,,,,,null
The X Factor,PS3,2010,Misc,Deep Silver,0,0.1,0,0.03,0.13,,,,,,,null
Monopoly Party,GC,2002,Misc,Infogrames,0.1,0.03,0,0,0.13,,,,,,,null
Snood,GBA,2001,Puzzle,Destination Software  Inc,0.09,0.03,0,0,0.13,68,4,0,,Rebellion,E,null
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,0.09,0.03,0,0,0.13,,,,,,,null
Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.06,0.05,0,0.02,0.13,,,0,,Torus Games,E,null
DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13,,,3.8,5,Axis Entertainment,E,null
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,0,0,0.13,0,0.13,,,,,,,null
World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,0.13,,,,,,,null
NBA 2K13,WiiU,2012,Sports,Take Two Interactive,0.07,0.04,0,0.01,0.13,85,17,7,43,Visual Concepts,E,null
Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13,,,,,,,null
428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0,0,0.13,0,0.13,,,,,,,null
7 Wonders of the Ancient World,DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,0.13,60,7,8.3,48,Hot Lava Games,E,null
Kelly Slater's Pro Surfer,GBA,2002,Sports,Activision,0.09,0.03,0,0,0.13,72,4,0,,HotGen,E,null
Top Shot Arcade,Wii,2011,Shooter,Activision,0.12,0,0,0.01,0.13,,,0,,Activision,T,null
Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0,0.01,0.13,,,,,,,null
Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13,,,0,,Majesco Games  Majesco,E,null
Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,57,10,0,,Attention To Detail,E,null
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role Playing,Atlus,0.07,0,0.04,0.01,0.13,,,,,,,null
X Men: Next Dimension,GC,2002,Fighting,Activision,0.1,0.03,0,0,0.13,63,17,8.2,11,Exakt,T,null
Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13,61,40,8.2,19,Omega Force,T,null
Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.09,0.03,0,0.01,0.13,,,,,,,null
WipeOut 3 The Game,WiiU,2012,Action,Activision,0.11,0,0,0.01,0.13,,,,,,,null
7th Dragon 2020 II,PSP,2013,Role Playing,Sega,0,0,0.13,0,0.13,,,,,,,null
Doukyuusei 2,SAT,1997,Role Playing,NEC Interchannel,0,0,0.13,0,0.13,,,,,,,null
Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,null
SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01,0.13,,,,,,,null
Burnout,XB,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0,0.13,75,13,6.6,12,Criterion Games,E,null
Baroque,PS2,2007,Role Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,60,6,8.8,44,Sting,T,null
SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,Black Bean Games,0.01,0.09,0,0.03,0.13,,,,,,,null
Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13,60,4,7.2,21,Activision,T,null
